Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Packet Length Mean,Packet Length Std,Packet Length Variance,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Fwd IAT Total,Bwd IAT Total,Active Mean,Idle Mean,SYN Flag Count,ACK Flag Count,PSH Flag Count,RST Flag Count,URG Flag Count,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,Subflow Fwd Bytes,Subflow Bwd Bytes,Label
8080,394127.82770104776,12,27,6841.207089320496,2843.609650564775,1328,174.46645803581563,408,408.42230308914907,371.9683561202801,379.1207128100862,122351.17663961067,5986.781111343551,23.94100100683485,73518.52404645001,11501.695094316246,592712.8384770135,342868.37883130973,25557.864893348535,185099.82864943842,2,1,3,1,0,518.2293702870735,145.2856697065999,557.5820391992975,42617,2316,2702.367632431878,2633.7475547585886,BENIGN
80,26281.9712860607,11,12,622.0815329006904,14150.364622792133,241,704.962166857661,543,205.00777709838113,413.40468953265025,16.95188892124699,37205.43101226252,6203.876694913255,9.210184457148065,111838.45532597184,124237.1049491609,348695.8685838315,1220633.7248408254,79037.82150936621,559068.2436594813,0,4,0,0,0,461.5465424066876,608.739800222427,148.49121753765388,50507,20822,13906.15101266847,19671.399635241083,BENIGN
8080,684233.283129326,49,23,12836.888802216341,18825.62020061883,1181,749.7414629860888,97,131.86290312439078,614.7203893859809,41.60233250454865,99733.18647525858,24921.54007710707,28.690237740931117,118479.41430056645,7250.502274919194,1555845.982489978,340215.9482911842,39959.063386669426,212109.7732299392,0,3,1,0,0,766.1977175834295,252.25896441792727,111.37671808527716,31229,36880,5185.695119545864,13663.26502255528,BENIGN
8080,351934.25794958905,43,14,14388.725941631063,2847.6632132552263,1186,249.35512889078277,482,319.4374451211125,555.4585846768509,195.73653163710978,96160.23635844392,306033.7953121613,78.4771028518098,60781.414041727665,13546.911909897184,726420.7860108464,1343493.9530522237,70509.93202943327,207516.11250555504,1,4,0,0,0,680.0281141652945,320.10092955907584,392.0566011099157,55625,27212,264.594527665562,10753.699243645106,BENIGN
3306,521648.9763336649,3,34,10239.416830376069,467.3134189023829,1088,161.51840160410427,619,52.90636531083307,480.95079564891023,392.25168857461324,225274.22854853602,184579.14387934704,29.950555238144116,65500.5940828086,59751.100352312526,722920.5292658366,371379.64371687104,113324.93577631355,349208.6300271698,2,2,1,1,0,544.9271459354759,364.08582332346936,502.51891655329496,51511,64134,9865.776534605779,6757.770813134547,BENIGN
8080,349220.3884509062,22,17,1182.9002089380594,19891.398905424347,408,775.7196788563683,824,694.1036665200351,230.75835293272172,145.21760043066087,215838.7988233645,31997.510548295693,170.42881027305395,65840.10140514224,68965.17563004002,637827.5546665404,228535.50501912832,53041.28692121649,244524.17095888284,1,3,3,0,0,202.77032067276593,604.4750723363572,119.16987162096383,12357,7894,7211.189014127067,6567.542041083492,BENIGN
445,57671.75577349076,246,26,7656.814255513622,129.0588317262969,282,48.00145474612292,147,9.553057488233325,213.75869927382388,54.79453218646584,5500.225908328478,523360.26722604176,10223.355222057762,2715.690707746246,870.5641651610254,74074.5864795812,15751.121496271471,13705.779229029358,4193.365901703131,28,87,9,11,3,146.66849493127302,191.70389873355342,74.57054511298975,10503,13015,3224.9046906456256,1511.746693593289,DDoS
80,94243.72916436753,8,27,13798.626406953344,110.66637899050288,313,761.2996991275003,774,581.9612192287855,563.7982603761891,460.34971834537913,1454.3169428761487,44484.08271773682,51.72196250105602,62888.130250826565,74521.2616291824,349367.75407880143,202884.9384339918,10956.264329223652,69468.36392697977,2,3,0,0,0,301.1511614636345,302.83226642970817,250.81602388838465,42165,46703,4571.227115453733,8897.155444335249,BENIGN
8080,163359.57706437353,14,8,2107.7577242637667,5153.633751349088,1110,212.16863234736644,453,757.6948893781133,461.5777779308569,433.6701189405141,193266.22234523168,54220.44500329274,9.082588056308879,66141.54944312484,66387.08401039631,594733.6252117433,41377.0916109844,15081.509720363074,149195.37296241455,1,2,2,0,0,432.0579915811651,779.9683750308577,671.6777035528446,18888,30750,276.2103996743131,1429.2584421921406,BENIGN
80,86494.23806794606,20,33,1858.2922258368926,985.2688929854003,374,378.5977009931728,796,829.6525381419627,672.1595693733314,14.480167245134252,28083.82790922116,15381.786583654217,31.545712639369032,171227.13438195013,16660.156474954445,372818.06613790797,10184.771684449772,4410.325168580139,411393.7905543378,2,0,1,1,0,375.60710765358675,796.8802321001397,630.0273159360518,19187,63272,39.97129855942624,7281.117137195888,BENIGN
80,108870.52036119517,24,35,1516.873332657363,18558.00258708726,1480,281.26386585100704,486,523.9385511521032,618.6459275765876,482.3663195830684,50264.38036235041,9364.254969509973,12.8370019104375,23022.79947354245,7179.334503655155,225375.77908184775,683803.4829563937,103394.28996259869,205461.23265330802,0,4,2,1,0,584.0939305694593,626.2207293559387,726.3283077142554,61407,15915,2094.096553139487,3706.034928317241,BENIGN
23,134620.26915195805,67,163,155927.51010309265,4646.95451302506,210,23.81218607901181,48,20.96060602963348,5.008425520920234,73.88136155302148,2281.016808721488,691174.1701862809,2052.3667246624523,858.3350869545422,434.23622383484474,23731.85888068297,2777.0843330088774,14164.24933330971,22769.47592954049,6,33,14,7,4,123.46301744972541,138.87562347813923,25.48252454049806,18302,4909,41968.56070634301,4105.303549734382,PortScan
8080,83094.26581925973,28,26,6631.7058787046535,2904.06024684962,383,314.3577309930238,444,436.55597321674475,248.04314993860956,299.7415748403121,90332.73022231196,21855.425513311515,107.45777571237404,116757.40187377666,118843.14929829582,313960.58109670493,708286.505019393,15836.65654144501,66270.43194343708,0,4,1,1,0,464.3138560738067,695.4786923034421,641.2392022300658,52996,38322,331.99936304708723,8656.621273010831,BENIGN
8080,156855.91258306822,16,7,11924.05578869166,12502.349761419615,1384,454.43587043827904,1272,466.65365996127736,139.40392598703127,58.33854739666514,209837.9296034186,1996.635416087788,48.08328481807019,79489.44299462906,44080.07936473549,1681508.9603464976,72624.92137924512,80.13036502091752,290005.535936208,2,1,1,1,0,616.9820500847317,609.1203257353677,434.0221994715218,36907,39616,828.8973694806942,11178.285248262775,BENIGN
443,16749.544262757867,288,139,207062.88901087982,714.0683582018318,98,71.49053816340749,86,29.864087267951568,94.27896511240732,84.66471496427955,3529.248004491624,15791.423274130342,4821.6721744645,2530.1426211185544,2342.8798267604066,25732.006191139157,18596.020132816477,16238.597521385647,15412.43516511206,46,21,19,12,0,87.90318761520797,51.45435463224521,124.19400810544286,11096,379,12702.279739728963,3247.66243322558,DDoS
443,471033.266253665,47,25,5605.945681951129,18523.740832314288,146,656.8830143389009,1464,619.6164804449221,205.07669774357964,269.05688211113505,170068.25884456426,66314.51008494184,31.116110709698102,10528.581214431597,52459.44967772318,585468.8254346454,837163.0350480163,88143.50648121137,134888.97581938672,1,0,3,1,0,374.51946427395956,162.68986285670587,141.24201043233978,32391,29762,2696.7615056907466,11841.411472362897,BENIGN
443,18553.318329309197,469,147,212566.75228183184,707.4736236093208,51,51.242677376417035,180,49.73809208123438,118.58168327846295,86.02384014202214,3123.9675536551613,593032.0565878616,1935.686782566399,2740.265968442036,482.46051642949703,1508.0043857875569,43544.04800349447,2567.287356033779,27157.93434656463,23,47,27,16,0,50.01748955751917,23.019502984882912,57.71929556675433,29402,11867,2129.4154714745714,3650.314658860588,DDoS
443,789254.1653255045,16,26,3958.9126413015188,34572.348032525544,385,648.111249511869,640,717.5712353356024,148.45709306066658,103.80095957029322,183895.709055575,52723.868846270925,47.46404438393595,124206.78259364361,106322.61573905507,255379.73651380796,121307.69081359425,10099.364782474342,69518.60397224827,0,2,1,1,0,498.09784563217585,697.5907814057849,194.05758491350113,59338,28265,640.2140977655775,1235.6680130897935,BENIGN
80,769030.6339930124,19,5,1352.2711227026887,5808.487650875141,749,564.8365706913129,1245,574.402386919569,349.92736752273663,276.1397816065982,73016.50863386664,26721.10268583266,82.7465296966542,6594.978984191668,68243.03463333585,862010.3902768431,209436.68304065065,1097.599686537599,426733.7691851697,2,0,2,1,0,505.3522913509506,485.40321202580117,329.7935067985447,27247,46248,408.4569458675681,1847.4037894810563,BENIGN
22,107258.7533224278,247,189,20595.31638632957,551.7133527384065,335,73.51440849817186,220,96.66897473917246,165.91549154387582,65.02864410714905,6634.683950114876,61559.227536419436,2915.6268679938203,6448.398453181678,468.3203369790853,98120.61327719458,26336.240358919444,7172.284527378576,3361.8628234668554,39,63,3,4,2,120.05062666900858,193.4854530674687,43.503212044893054,9429,836,17874.01684358301,642.5748293207942,Bot
80,18363.162941313924,337,33,155524.8979730527,2418.861738084966,467,171.8991094277917,129,74.29742678938919,116.49166360740473,99.19501294314452,9418.40378893442,233662.99260566948,3159.18680892164,7189.410340922944,1721.8160449420454,39802.56712692113,49666.87382603412,1235.8305556224,12561.185839898197,8,3,0,9,2,118.04851575218267,67.96386505044956,17.546853745201307,16039,11481,98890.66434192847,1625.0191028099573,Bot
443,58881.56086333746,281,20,33228.30774340618,2678.824843404334,291,64.7433382290801,4,146.124062874124,81.0840870440975,30.750024008312458,1487.1305977412774,672757.6868342973,4389.1293680603885,955.3033179633412,4286.145671784762,43278.131816995825,13551.482979750126,23750.59047820379,2509.053328551848,31,37,19,15,2,131.3070553465054,154.98147189916955,17.073345181116228,31781,1129,11819.575451336874,1134.6857677261157,DoS Hulk
8080,873406.7593786787,5,25,196.1977922936642,9241.873237322996,1279,264.09274747384575,380,687.8712609644525,305.80660441151844,402.83048048503986,165748.27632021884,38789.22485970998,122.78202923757044,423172.1153632869,32675.46180347608,480450.23636356235,48893.30831502232,2017.3674634915521,308508.95043994224,2,1,0,0,0,243.88512676561817,233.4583542585847,115.15734571066827,63268,7059,410.7010654374091,13131.354982240699,BENIGN
443,598328.2056986319,42,24,18106.944435949947,641.8599865526229,845,410.7126882142031,1315,677.8986934620957,296.1438877378823,305.734619446501,4475.502710274319,31138.788157706105,90.7304276978559,88940.31153613536,26270.98489872146,89219.41227198885,8632.009837520805,5637.593767633249,43886.81156819541,1,1,1,0,0,171.17223988515588,663.5752313628255,285.94175034753914,18899,30172,852.9092313436196,9489.041572848215,BENIGN
22,25590.418435066582,36,112,28177.228808883283,2178.4992253617156,170,180.60077239507035,204,29.86268392018754,66.74634915779151,87.13693385419127,6171.334126833434,676083.0701009836,4561.0149715994585,4778.550843833052,795.9430144511409,9793.96820345438,25771.68663696377,8807.36149350861,2436.237802613397,36,32,7,0,2,143.76484243492092,147.8031593662589,114.86486388919559,15691,577,13660.476442856345,1665.4827492024717,DDoS
443,270869.3407402103,47,20,809.2116231114377,17717.36674063213,1112,241.84281801690986,565,607.4386441278272,383.8600209696611,200.60445064188997,36300.93319013027,16908.54646193329,164.22396719837988,79570.55093990674,47676.70363351862,39908.305448047104,20501.548838213766,91988.40250459878,120037.75630327949,1,3,0,0,0,151.19660873706476,478.8652758136383,120.94419805788195,16239,23428,2600.0129564364447,2171.931896705646,BENIGN
3306,409697.5775525792,8,3,2786.9873360043484,13267.282269565252,696,229.21530561590617,1429,202.63902100773163,321.4034175032759,181.42360921184303,10021.311630054046,24010.767174393743,18.253222252196384,112121.26982925132,141582.1951413729,52062.065499458884,79317.86246746412,27563.15239618174,115713.28077904912,2,0,3,0,0,524.2177460601732,480.40956837538164,428.2843626892984,40325,46670,1887.8585091934074,6506.2961805538125,BENIGN
80,103765.09335920945,40,32,7306.728135987714,3204.9458635129367,1120,670.2103913301365,1155,120.52308491924441,663.7263713012419,353.0240141351772,129453.04161362,78474.7518472855,185.8581796900508,116513.03856145027,30070.146215118362,226410.04131622444,376660.29873194784,34520.36740939142,511402.04588724545,1,1,2,0,0,311.78518507618935,193.17686551179543,550.7005428213258,10224,50880,1186.4500585273295,557.1098317069197,BENIGN
8080,297308.89590331854,40,8,15512.894681856278,5898.397114105065,378,238.11159976441584,1280,318.45220679063027,236.8239865537189,209.46906871161033,56552.29141039451,25331.59911367549,10.908548937188607,133954.30255304044,27834.348982465028,20998.17245568964,523059.66080361366,15354.75629664004,55720.853836588576,2,3,0,0,0,660.5169384313997,64.66219001840841,240.59716956738723,25516,6251,2495.219064556732,4255.644924667863,BENIGN
445,12158.793100072404,217,29,44642.054392274666,825.7204462267711,82,79.99952085145144,62,146.7821063111367,108.76459625367632,30.738189512766457,3672.304669569204,88476.16649862973,573.3829222246255,2889.900073752821,2378.0209050066715,26513.64846336613,13407.193368611477,6094.816998043928,9197.54505823022,41,64,20,4,3,153.241938445199,93.61971142015682,29.952632381026024,6705,2752,23180.376445438684,391.62399658173723,DoS GoldenEye
443,198284.90451212507,10,16,1470.2125117956873,873.4411126416189,735,521.1846377234538,1350,68.45167790332988,389.6037349576546,238.36378635941614,179312.70708431886,67481.1225505085,23.21513261271037,83055.22482582886,30124.239032562877,1936445.3784185934,33557.812305042076,59162.205365092035,670619.1754453004,1,4,2,1,0,657.7118731882235,732.4242021953547,550.0235625908367,3295,45867,6375.476036503233,7575.648963263679,BENIGN
23,136702.40924131795,44,129,16297.915231574567,911.9144074922242,111,10.297632127597689,196,118.3334211557526,39.46196452758563,21.635223855161524,6019.93314112118,501115.36834548565,6397.702512541552,940.0648563950846,19.438704944777793,78323.30120076275,30033.744457485547,3358.3404209584646,4213.789625616692,16,62,5,7,4,151.143965049887,84.43263455093575,37.35953833761405,9639,10602,16881.140318420134,681.0451210683772,DDoS
443,917697.6520645547,45,25,1703.5113784415141,10056.933742029923,1107,71.75545650865394,1121,140.1984345824535,100.29810729401945,109.38500437924952,85480.90322990273,110620.34879452916,12.258987025258229,29177.894991079676,5605.10062823806,603534.8284360814,128171.02330667675,88524.8036788907,275950.0908004916,2,3,1,1,0,102.66045366583054,551.1554253534425,76.85497741652134,16483,39297,253.53723721321015,15674.491074662134,BENIGN
443,195492.3309051985,16,15,2874.4874299148883,686.2540040017064,476,406.8105867735768,1245,81.59872407814917,609.4351208154968,305.62786872327064,105712.35709807358,10893.051048432235,123.64453800253459,72611.0390829898,20708.862130152647,805786.2985965187,46366.97476264053,66868.65725548007,62497.15602214395,1,3,0,1,0,773.4065101965463,793.158686746732,612.0290708563668,22398,48845,3422.5622302799643,786.3062664869207,BENIGN
3306,912111.851457088,41,8,2230.953639587466,3477.9135020293293,948,269.4565266608942,739,738.741261659337,233.22398740727309,308.14314717178974,40986.97106867672,81086.20053474464,38.844286509524515,19419.346428290362,111220.7917114852,15809.336396030658,266650.9990926861,23930.145689986184,451383.22876600124,1,1,3,1,0,145.5948944183234,187.3912552987335,313.7538225171812,57850,51247,1904.945171002726,9039.940733659858,BENIGN
443,54671.197582410845,16,34,7433.206725555089,2320.76864022578,1132,675.4804387579816,900,287.64796621105955,494.7878539178812,299.2179753976733,180414.33533659513,10733.618369721913,109.40546914661837,55791.60042199704,160928.46377713312,222025.51646370834,1496754.5730662786,131887.05345213064,105872.18540771399,0,1,2,0,0,484.9745054275942,201.33536001811603,474.4221520806495,41114,36366,2081.062124821061,3889.4554664158695,BENIGN
23,16804.96041423733,495,27,145627.58632018158,4218.395681782103,338,15.914763842085211,112,143.0463560048727,67.65721565632535,18.404511227690257,9184.035403256958,600694.535851247,6033.896110925142,10030.067745551276,4224.265919265267,38190.864749500004,14943.031548354951,3335.8140757379697,15916.146500565634,41,25,0,14,1,96.99978200232154,154.49593663877235,127.88034095579967,21967,3115,74799.7935078421,4563.46028473271,Bot
0,47732.24255013984,221,125,34810.57056446726,747.5433840772213,419,39.653902136932494,234,140.83810276829666,126.04419920903126,89.3071721908408,4379.822155537065,104053.00456688412,3002.290507880161,270.2381613006899,8214.950460825385,5288.8944346332055,14421.768108914595,2244.9489192428596,40896.17372055989,15,22,12,1,0,110.22837272455173,142.15517850116842,132.81152192865477,13935,12714,19419.056662608516,322.2699358306583,PortScan
0,193429.42870225478,400,44,113129.44869392949,1578.060478937555,47,123.21479027458962,13,8.343967514835098,5.4163417531127305,36.52753198382187,5050.2080346954945,341326.42890027555,1154.7384641290193,1148.6915826876143,3969.342150306527,26511.686440602545,17143.693286739064,6516.49520460793,9446.178028992259,34,35,15,11,0,120.4641747136042,39.76913043283587,60.801111360826745,30814,15739,54280.260492905,319.73118935261186,Bot
445,45255.498580442516,230,16,5535.39369954021,4856.178444508502,119,60.0855933158448,45,130.71423234906658,26.520577768772146,99.94056776645651,694.0595898218294,60232.215647352066,16851.007942135082,6129.47537024582,1476.708739914135,49190.552912278574,1789.3230692478958,4872.676867948446,15707.864008001314,16,85,24,5,1,46.73083787246839,13.165333769287946,108.87338793229937,31090,6617,33152.75269496501,3168.989491542644,DoS GoldenEye
80,64496.41648513339,91,186,37919.94310139144,815.0046804264615,383,42.58069141917928,39,87.96802567450864,81.30102118172198,80.3778459176759,3598.0927953027876,364088.79147394066,2369.9505322869536,350.1288956238265,1467.5882301680954,29924.135819001956,10038.109339199878,3772.8810255773783,830.8645321553321,34,3,25,3,3,138.35927154603235,104.04434172467982,2.364877222660894,11958,5634,45719.90412969024,2291.2147260195784,DDoS
22,29468.16099073657,410,141,18993.56409208475,4891.588818066261,328,71.13886340072891,113,63.16898625978546,119.95360881708788,60.40383116453098,487.60581857693717,861142.4834715618,13072.236025683342,12566.44390823223,304.74372176817707,25396.596620306813,6453.31904977382,86.90187008241968,8597.745344962963,20,21,16,15,3,87.89590671258816,150.72165163334188,26.43899825972001,22170,8644,22958.202746295432,1668.18879966917,DoS GoldenEye
443,225641.33932907347,45,2,7270.130933438609,2073.0967843813346,1375,209.23559042182094,810,458.8346394796763,344.66309154562487,340.7551395964348,165370.51285217982,14433.237296110612,71.46848869196522,51932.226130198,119665.20067965212,1094456.500936537,143046.822793741,40040.294161373306,71782.01767755208,0,4,0,0,0,658.7161497389383,348.3722233715039,428.9966607319523,36873,26817,9553.564784157414,509.84956129430094,BENIGN
80,169243.71729101488,36,23,2634.3279906808666,3701.279030559718,141,615.851531234131,113,404.1408136314,466.145379804727,212.00734319091316,231222.46913235923,13498.52441126258,250.77668227512495,61476.32781494834,43217.45581642283,660000.5144765388,107082.56282706335,11170.748929585641,298751.46558722394,0,0,2,0,0,496.0817181007636,152.59130278055864,173.80875537923765,17196,20056,13191.99443969369,1106.9331833247766,BENIGN
80,347309.0370410136,4,5,10902.977848497057,1926.8864065474652,1289,446.76065696171287,391,116.86062876395583,228.10216258125408,390.445534421661,141956.23388144677,8588.736474426678,35.70057388409202,149845.68023026304,12337.800250862563,61322.237087285524,79695.62402877572,55152.562910377455,12845.542872093502,1,1,1,0,0,264.96104766276505,750.5349825698884,309.92804756481394,42770,41678,733.3637315640294,6717.692858645065,BENIGN
8080,304353.5568997004,38,34,16564.374870865187,898.3129373934061,1449,308.5428968013306,108,549.9740991408207,481.00507377309793,157.99029871963475,187349.4278135993,75058.59784521963,25.902921654620698,8970.063578163532,13852.80272413747,189966.49559657348,554385.5026464914,119915.58358157928,348356.89909151,2,2,0,0,0,469.76822827332916,436.1328067333771,851.9672954572009,26840,5917,3585.6602239408176,17762.593300783094,BENIGN
443,211123.6062462148,24,10,9823.681612046446,7002.174329253708,507,326.60454736986617,688,713.0008806416998,490.55456313583903,428.7808951137606,125209.28087794212,32660.088001658587,101.20484794998458,258301.9416313082,328666.495406821,195448.17297655583,310677.9561659644,37787.00239271357,388959.56287265633,2,3,1,1,0,410.220208677113,439.46917437070744,161.33825770988835,38923,26556,7705.1175712296545,942.8849590865508,BENIGN
8080,591662.5525566022,19,27,3697.266471597289,24248.83599728801,838,137.228843094752,1217,107.1578022904677,344.7281418506976,171.455638749925,208826.14777374017,112382.53927268166,238.08054897260024,68237.56784270168,18101.87122696429,1100435.2972852688,118003.02422678807,19416.537287311636,30925.35008572028,0,0,1,0,0,730.302832112871,623.1242367966342,185.00900036844666,12826,18976,6250.575220195623,22879.736173474383,BENIGN
443,8577.154832843484,225,57,17802.479696279363,1195.6100458859937,517,109.92007962703629,69,102.07808321855364,135.3475961827226,38.545684626695774,3903.7726037198563,102218.74823028728,1132.7350588203424,4863.0470136060485,2689.03341127845,89.89849216835242,8259.392571558466,524.3849516667372,584.8005923968954,33,36,23,11,1,110.34411114402572,60.85029788188292,105.39580081477797,15192,7421,40985.37590715347,2229.9563119088575,DoS Hulk
80,958606.821966311,40,4,1215.9191606526733,11318.231228640925,1037,598.4182945496519,364,314.82300559556467,573.9622175450372,147.83970447621758,116303.29472049003,34326.926981532604,2.204098944831115,122903.69375268529,125800.26371591767,284685.825635577,99108.27065830921,50709.845792594155,253861.12934834659,2,2,3,1,0,104.3603385545922,626.1168846887745,249.32585636950898,42057,9396,1418.8981799334558,2682.935853708332,BENIGN
3306,1803310.7648062266,46,8,4485.844407660369,28655.091860426626,371,697.0592161962301,773,808.0951470483537,542.6413940733,459.28891555176244,36286.03696952949,33382.600086280036,198.4946224316734,36622.38778028907,35203.43874531024,71082.6772007301,86743.12512311238,36752.69252034383,127219.47085911971,1,4,2,0,0,127.4194425398681,62.27228344769055,773.8764940297652,26007,17951,4828.8721239169345,699.9946059991227,BENIGN
8080,155070.32247508568,40,6,15258.945048329564,1329.9730219987744,992,249.19863992406826,1202,273.25742079800693,96.53878659093955,100.57573870066588,200982.40397071294,202639.36682368864,35.29303211959437,762926.3181006827,35196.12718461106,123369.21433689198,545973.0834971546,26017.601582710216,75256.79176130377,1,2,3,0,0,641.5522412571617,214.17561543479337,457.17597407059475,21398,38834,370.71758733857644,2626.625718555533,BENIGN
